text	label
亚冠H组出线形势混乱 恒大战日本冠军或定生死	6
舟曲“生命线”抢通 堰塞湖险情基本排除(图)	0
巴黎市政府网上做生意卖特产 已有百余订单	3
宏观经济下半年实现开门红 改革红利持续释放	0
美男子蜘蛛侠漫画书卖出7000美元 助女儿办婚礼	4
韩国一警官的妻子冒充警察 色诱诈骗数十名军官	2
韩政府商讨重启金刚山旅游 担心资金用于核开发	2
俄军派出10艘军舰赴巴伦支海举行防空演习	2
苏神被禁赛9场禁足4月 2010年后已被禁赛34场	6
齐鲁晚报：七常委“出行不封路”为地方作表率	0
台检方二度勘验火车翻覆现场 是否人为疏失待鉴识	1
“贝女郎”鲁比称伤害来自媒体不是意总理(图)	2
抗美援朝战争第一次战役：初步稳定朝鲜战局	4
专家：社会化改革要防止利益输送	0
刘伯承的治军与治校：坚持理论与实际相结合	4
增长回稳能否持续仍待观察 需关注潜在风险	0
侯耀文爱女争夺红马六 侯耀华：这与我有关系吗	5
成龙回应和宋祖英贴面：我每次都这样，很普通	5
王濛夺冠感谢范可新配合 教加拿大选手骑马舞	6
刘鹏：短道队丽江冲突事件需反思 加强队员教育	6
幸存者编集中营爱情故事 美公司取消出版回忆录	4
"全球知名球星携手号召参与""红鞋带，系爱心""行动"	6
上海产权市场将在上海自贸区设立离岸产权交易中心	3
媒体分析泰国局势四种发展前景 双方可能均妥协	2
上海豫园灯会未来发展有隐忧 灯彩艺术后继乏人	4
山西朔州一饭店起火后爆炸 伤者多是围观群众	0
台股12月28日收盘涨51.09点	1
半年30余上市公司扎堆并购基金 康得新欲演并购大戏	3
林更新穿军大衣蓬头垢面 造型似“犀利哥”(图)	5
成龙杨幂为《功夫熊猫3》中文版配音 明年上映	5
党校学者：中国是千年发展目标受益者和推动者	0
广州“汉字布阵奇人”布出《孙子兵法》艺术兵书	4
国台办发言人谈台湾岛内有关陆生补助的争议	1
“共和国第一书店”60岁 王蒙等获终身荣誉会员	4
武汉中心城区将全年禁止鞭炮燃放 违者最高罚500	0
美国高官为打赢阿富汗战争向学者请教越战教训	2
美国检方宣布会寻求判处波士顿爆炸案嫌犯死刑	2
巴西官员称黑匣子可能在海底 失踪当地天气晴朗	2
范佩西重伤休战两个月 荷兰热身阿森纳收噩耗	6
中国构建中美新型大国关系的三个着力点	0
中国将告别全民低电价时代	3
揭秘:蒋介石秘密运台450万两黄金流落何方?	1
中国铁矿石价格指数首面世 能否接受需时间检验	3
山东滕州斥资30亿元建鲁班文创园 明年12月完成	4
“蜘蛛人”徒手爬民宅行窃 粉红淑女车太醒目被逮	1
新疆年后1500亿开启240个重点工程	3
穆里尼奥再次执掌蓝军 切尔西俱乐部真诚欢迎	6
国安主场负恒大:本赛季目标全落空 球迷送别邵佳一	6
内蒙古香港经贸合作活动周开幕　云计算列主打	1
美国多地遭遇极端天气袭击 3300万人受影响(图)	2
河南新郑发现战国墓葬群 出土青铜剑等文物	4
耄耋画家“说走就走” 万里采风孕育百余幅新作	4
《伪装者》明楼原型比角色更牛 为罕见五重间谍	4
华西都市报：明星大生龙凤胎为什么呢？	5
辽足小将：实德解散沮丧了好几天 想好好学外语	6
"29岁春晚如何走向而立之年 ""钉子户""拔还是不拔？"	4
陈羽凡向胡海泉“表白”：你在我眼里就是诗(图)	5
潘基文呼吁黎巴嫩和以色列保持克制	2
“五句话”读懂天津港爆炸事故第四次新闻发布会	0
香港200中学生驻港部队军营体验军旅生活	1
节后现首单违约债券 亚邦短融2亿未兑付	3
专业配音演员不见了？明星“承包”寒假动画片配音	4
杨虎城遗部后裔帮百位抗战将士申烈 呼吁加强抚恤	4
澳门立法会通过新劳工法	1
普京民意调查中声望高 奥巴马：民调高不代表成功	2
访谈预告：台湾《超级星光大道》冠军胡夏畅聊新专辑	5
曹锟故居修缮一新将面世 办公室座位下暗藏地道	4
郭涛加盟张艺谋新片 时隔20年与巩俐再“聚首”	5
奥巴马前往丹佛签救市案 将发布房贷户救助计划	2
作家池莉有6个助理 每件事情还得由自己拍板	4
聚焦北京市管干部人事调整：北大法学教授掌舵平谷	0
刘心武续写红楼梦引争议 质疑派：经典岂能戏谑	4
暑期演出为何有票房无档期?演出业不存在暑期档	4
赵本山《乡7》低调开机 忙春晚取消赴美拍电影	5
人和大逆转保留晋级希望 国安踢飞点球留遗憾	6
陈奕迅曾被狗仔追急跳车搭地铁 教女儿面对跟拍	5
扁变身歌手谱曲《台湾歌》 或亲自唱自己的歌	1
电视剧《汶川故事》有望提前10天杀青	5
广东惠州引东江水入西湖 湖水“活”起来	0
娱评：太嫩的明星当不了导师	5
西方舆论鼓吹“中国独秀论”:暗藏祸心的“美言”	3
官方：防评比达标表彰评估项目边减边增明减暗增	0
MH370搜寻海底测绘几完成 中方派专家协助搜索	2
使馆证实中国公民因持未成年人色情信息被加方遣返	2
毛泽东沙发底座藏“玄机” 不相信有长生不老药	4
国际足联主席竞选充满变数 阿里王子成为大赢家	6
西藏旅游业稳步增长 一季度接待游客近14万人次	0
两岸高校“近世闽南文化研习营”在厦举办	1
女足进球遭裁判判无效 铿锵玫瑰输比赛赢掌声	6
"""狼图腾""用真狼作演员 冯绍峰想与小狼一起睡(图)"	4
1-4月全国物流运行总体良好 社会物流需求增长较快	0
前三季广东经济同比增7.6%	3
勿让普通职工被“大范围涨工资”所遗忘	3
相声演员白凯南欲向张帝学唱歌 自曝将进军歌坛	5
台湾一男子穿志工服偷发票 辩称“我做善事”	1
探访孔卡里约美发店 男美甲师深受辣妈喜爱(图)	6
MVP排行榜:詹姆斯超越杜兰特居首 哈登第十	6
巴勒莫0∶7惨败 创意甲56年主场输球纪录	6
哈达迪踩人后受伤 2011亚锦赛曾有类似经历	6
京东进藏 让西藏特产走出高原	3
世界遗产大足石刻构建“大足学”引学界关注	4
海关总署：前10月外贸总值同比增24.3%	3
蔡少芬夫妇亲热音频被外泄 回应：为新片配音(图)	5
昔日童星 杨小黎、郝劭文睽违12年再扮情侣	1
解放军中将谈军队改革：核心是打赢信息化战争	0
新京报：“索要20万赠款”师出无名	0
广州日报：四川NBL冠军来之不易	6
美国总统布什：雷曼兄弟破产短期惨痛 长远有利	3
受热带低气压影响 香港周末或悬挂风球	1
航天军工股亮剑飙升近 20只个股封涨停	3
张亚东：孙杨退赛因为项目密集引起心脏不适	6
"曝鲁能报价前法国国脚 曾是足球经理著名""妖人"""	6
台湾女子酒驾被要求脱衣受惊吓 投诉警察太夸张	1
"救国会""七君子""王造时办抗战报纸 揭露汪精卫叛国"	4
西班牙律师指控奥巴马下令处死拉登犯反人类罪	2
郭在容否认新戏与范冰冰闹掰 田壮壮接棒执导(图)	5
习近平在巴基斯坦议会发表重要演讲	0
"浙江高院回应""国企腐败""说 两年21名厅局干部落马"	0
牛津大学或涨学费 弥补政府财政削减缺口	2
港媒关注中国东盟自贸区：将给香港带巨大机遇	1
美元指数近期趋势就是没有趋势	3
墨西哥警方24小时内发现26人因毒品犯罪而死	2
马刺聘WNBA花旦任助教 成NBA首位全职女性教练	6
香港洪水桥中学职员发现一蜂巢大如篮球（图）	1
邓华德改变行程回京整改 男篮今开会整风迎亚运	6
福建经济“第一市”泉州GDP年增近五百亿	3
台男童家中呕吐身亡 其父坦承曾用衣架抽打管教	1
赔多赚少 “股票咨询”害资深股民损失10万元	3
“伊斯兰国”证实“圣战者约翰”死于美军无人机轰炸	2
郭涛晒儿子浴室内照片 网友：土豪少爷又帅了(图)	5
众星献宝助刘岩基金会成立 赵本山书法拍出92万	5
时评：养老金缺口需要靠财政解决	3
齐白石画作康有为书法将亮相山西	4
广东省副省长:粤支持适当放宽内地赴澳门自由行	1
文莱人认为出轨丈夫比出轨妻子更应受到鞭打	2
高晓松获释后立刻赴美开工 微博引发全民娱乐	5
中国唯一海洋少数民族京族首部音乐剧首演	4
裴斗娜承认与好莱坞男星恋情 被曝因戏结缘(图)	5
历史制造养老金缺口理应由财政资金兜底	3
山东境内部分高速路受大雾影响通行受阻	0
国家计算机病毒中心监测发现新的恶意后门程序	0
"公募玩波段私募缓建仓 暴涨中基金胜利""大逃亡"""	3
莫迪亚诺：执着寻找自己的人	4
香港今年逾30万人接种流感疫苗 医护人员接种率升	1
蛰伏一年谢和弦推出 《虽然很芭乐》再闯乐坛	5
组图:刘璇全新纯净写真曝光 乱发拂面冷艳动人	5
大师赛：傅家俊4-1连丢5局 遭墨菲逆转无缘四强	6
委内瑞拉当局销毁国际海域没收2600公斤可卡因	2
新媒:软硬差距仍悬殊 中国尚不能与美分庭抗礼	2
李秉宪李珉廷结束新婚旅行 以亲热造型露面	5
国家地震台网测定花莲海域6.7级地震 深度30公里	1
科考人员三十年后重走彭加木之路 获七项成果	4
美国欢迎沙特填补国际市场原油供应缺口决定	2
龚琳娜唱新曲拒绝掌声 教导听众中途别鼓掌	4
山西出台规定刻划文物可拘留 超九成网友支持	4
CPI涨幅连降三月 分析预测8月CPI将降至6%以下	3
一看就让人崩溃的镜头：女扮男装一眼就能看出	4
"澳媒：南非田径新星塞蒙娅原是""双性超人""(组图)"	2
《清代皇室书画展》开展 恭亲王怪字无人识	4
《超级演说家》导师林志颖：坚持平和低调	5
广西最大便衣警察部队成立 形似“中南海保镖”	0
中国泳军总教头：中国队伦敦奥运成绩应可超北京	6
南水北调京西供水枢纽团城湖调节池月底主体完工	0
探秘南海深处移动“礁堡”：保障南沙生命线畅通	0
聚焦西安公选副局级干部:公布举报电话接受监督	0
国乒新歌闪亮出炉 许昕太谦虚让出结尾独唱	6
黄家抛出“复活”大计 国美想用“航母”卖家电	3
麦蒂末节攻下16分难救主 青岛上海已无缘季后赛	6
学者：“蚁族”已无法回头 物质贫乏但精神强大	4
综艺天王徐乃麟拒参选从政：鬼神也难救台湾	1
羊城晚报：“炮手”可贵并仅是可贵而已	0
香港食卫局长：河北保定发生禽流感鸡场无禽蛋供港	1
河南现数百年皂角古树群 长势仍然良好(图)	4
最能进球门将正式退役 切尼生涯1256场进131球	6
习近平为何要说“贵州发展大数据确实有道理”?	0
尼泊尔总理会见解放军副总长王冠中	2
河南淮滨：政府招商套牢投资开发商	3
"1934年红军遭蒋介石第五次""围剿"" 国民党调军50万"	4
美前高官提议日本自卫队驻关岛 与美军联合训练	2
解析矿工营救:救援一步一惊心 爆破矿洞最危险	2
鄱阳湖200年沉砂10年被挖尽 砂霸与政府分食暴利	3
日本政府拟设预算特别项目推动安倍“成长战略”	2
危地马拉司法部门对前总统提出反人类罪指控	2
全国人大代表陈忠林：“全裸”才能管住裸官	0
"西安发布北周家族墓考古报告 墓主任古长安""市长"""	4
曼德拉哀悼会将举行 世界此刻因曼德拉团结	2
阿Sa自封阿娇感情顾问：给对方关心和安慰	5
草婴译《托尔斯泰小说全集》捐赠巴金故居	4
“七七事变”78年：从全民抗战到全民纪念	0
中日民间元老乒乓球友好交流赛在桂林开赛	6
"""问题电梯""拟出台召回制  电梯维保将有合同范本"	3
台商黄彦铭潜心海南搞发明获21项专利成果	1
美国女主播遭毒打险些致死 曾出演电影《布什》	2
国家话剧院明星版《四世同堂》亮相天津 朱媛媛段奕宏主演	4
云南马关爆炸1人死亡4人重伤 现场清理结束	0
三一告奥巴马胜诉难度大 争取话语权有积极意义	3
香港政务实习生参访外交部驻港公署（图）	1
国资委：落实董事会职权  薪酬分配差异化	3
国际原子能机构：伊朗丰度20%浓缩铀已稀释	2
科比妻子早已恶名在外 自称遭马龙调戏引内讧	6
“金马50”主视觉海报曝光 张曼玉成为影像主体	5
曲阜孔子博物馆年内动工 建成后展出11万件文物	4
第六届“我心中的澳门”全球华文散文大赛启动	1
王毅会见尼泊尔外秘塔帕 称两国要在心灵情感上互通	0
龚方雄：世界经济面临三大不确定因素	3
英国22岁女演员疑无法接受剧集停播自杀（图）	5
历史上的今天：1974年6月18日朱可夫逝世	4
